hour,price,distance,surge_multiplier,cab_type,name
17,27.5,2.94,1.0,Lyft,Lux Black
2,19.5,3.17,1.0,Lyft,Lux
13,7.0,2.79,1.0,Uber,UberPool
13,3.0,1.73,1.0,Lyft,Shared
9,13.5,1.48,1.0,Lyft,Lyft XL
21,6.5,0.68,1.0,Uber,UberX
6,9.5,2.81,1.0,Uber,WAV
0,32.5,2.84,1.0,Lyft,Lux Black XL
4,7.0,1.73,1.0,Lyft,Shared
13,34.0,2.72,1.0,Uber,Black SUV
10,10.5,0.91,1.0,Lyft,Lyft XL
15,15.5,0.72,1.0,Uber,Black
11,9.0,1.53,1.0,Lyft,Lyft
15,8.5,1.47,1.0,Uber,UberX
4,7.0,2.95,1.0,Lyft,Shared
20,13.5,4.54,1.0,Lyft,Lyft
14,10.0,4.31,1.0,Uber,UberPool
20,12.0,2.57,1.0,Uber,UberX
15,16.5,1.74,1.0,Lyft,Lux
5,8.0,2.98,1.0,Uber,UberPool
19,22.5,2.34,1.0,Lyft,Lux Black
17,8.0,1.35,1.0,Uber,UberX
8,27.5,1.23,1.0,Lyft,Lux Black XL
2,16.5,1.44,1.0,Lyft,Lux Black
0,22.5,2.11,1.0,Lyft,Lux Black
9,16.0,2.66,1.0,Uber,UberXL
11,19.5,2.31,1.0,Lyft,Lux
18,9.5,3.05,1.0,Uber,UberX
14,34.0,4.72,1.0,Lyft,Lux Black
6,13.5,2.37,1.0,Uber,UberX
20,9.0,2.08,1.0,Lyft,Lyft
2,27.5,2.96,1.0,Lyft,Lux Black
1,9.0,1.73,1.0,Lyft,Lyft
13,7.5,1.25,1.0,Uber,UberX
5,8.5,3.05,1.0,Uber,UberPool
11,16.0,1.91,1.0,Uber,UberXL
22,27.5,0.97,1.0,Lyft,Lux Black XL
4,18.0,1.35,1.0,Uber,Black
10,5.0,1.25,1.0,Lyft,Shared
23,9.5,1.16,1.0,Uber,WAV
22,3.5,0.7,1.0,Lyft,Shared
10,16.0,1.56,1.0,Uber,Black
2,7.0,1.0,1.0,Uber,UberPool
9,11.0,3.21,1.0,Lyft,Lyft
22,16.5,2.79,1.0,Uber,UberXL
19,9.0,3.16,1.0,Lyft,Shared
0,27.5,1.53,1.0,Lyft,Lux Black XL
12,39.0,7.46,1.0,Uber,Black
17,16.0,1.56,1.0,Uber,Black
1,19.5,1.3,1.0,Uber,Black
4,27.5,1.53,1.0,Lyft,Lux Black XL
16,21.5,4.4,1.0,Uber,UberXL
13,7.0,0.92,1.0,Uber,WAV
17,11.0,5.37,1.0,Lyft,Shared
18,22.5,2.84,1.0,Uber,Black
11,38.5,2.9,2.0,Lyft,Lux
1,11.5,3.24,1.0,Uber,WAV
18,5.5,0.63,1.0,Uber,UberPool
8,22.5,2.28,1.0,Lyft,Lux Black
20,10.5,2.72,1.0,Uber,UberX
8,12.5,1.41,1.0,Uber,UberXL
0,22.5,2.66,1.0,Lyft,Lux
20,27.5,2.8,1.0,Lyft,Lux Black
21,5.0,1.77,1.0,Lyft,Shared
7,7.5,1.41,1.0,Uber,UberPool
3,13.5,1.41,1.0,Lyft,Lyft XL
17,16.5,1.08,1.0,Lyft,Lux Black
14,3.0,1.08,1.0,Lyft,Shared
9,19.5,4.79,1.5,Lyft,Lyft
20,8.0,1.57,1.0,Uber,UberPool
10,11.5,4.4,1.0,Uber,UberPool
10,7.0,2.68,1.0,Lyft,Shared
23,9.5,1.57,1.0,Uber,WAV
18,8.0,0.55,1.0,Uber,UberX
22,30.5,3.15,1.0,Uber,Black SUV
17,7.0,0.56,1.0,Uber,WAV
19,7.0,0.74,1.0,Lyft,Lyft
0,22.5,2.44,1.0,Lyft,Lux Black
10,17.0,0.98,1.0,Uber,Black
22,12.5,1.34,1.0,Uber,UberXL
11,17.5,1.41,1.0,Uber,Black
10,7.0,2.52,1.0,Lyft,Shared
20,8.0,1.56,1.0,Uber,UberPool
8,9.5,0.55,1.0,Uber,UberXL
16,5.0,1.25,1.0,Lyft,Shared
14,13.5,4.37,1.0,Lyft,Lyft
12,34.0,3.3,1.0,Lyft,Lux Black XL
14,32.5,2.66,1.0,Uber,Black SUV
15,14.5,3.22,1.0,Uber,UberPool
8,19.5,3.24,1.0,Lyft,Lyft XL
20,26.0,2.51,1.0,Lyft,Lux Black
21,9.5,1.97,1.0,Uber,UberX
16,28.0,2.79,1.0,Uber,UberXL
5,28.0,1.79,1.0,Uber,Black SUV
21,19.5,4.03,1.0,Lyft,Lyft XL
6,11.5,3.39,1.0,Uber,UberX
10,26.0,3.48,1.0,Lyft,Lux Black
1,27.5,1.3,1.0,Uber,Black SUV
17,11.0,5.42,1.0,Lyft,Shared
23,7.0,1.49,1.0,Lyft,Lyft
16,7.0,1.51,1.0,Lyft,Lyft
11,7.5,1.04,1.0,Uber,WAV
17,11.0,3.22,1.0,Lyft,Lyft
3,26.0,0.59,1.0,Lyft,Lux Black XL
9,9.5,2.98,1.0,Uber,UberX
18,11.0,0.5,1.0,Lyft,Lux
16,16.0,1.21,1.0,Uber,Black
16,20.5,2.66,1.0,Uber,Black
19,19.0,2.14,1.0,Uber,Black
15,16.5,2.46,1.0,Lyft,Lyft XL
13,19.5,2.31,1.0,Lyft,Lux
6,13.5,3.44,1.25,Lyft,Lyft
20,3.0,1.12,1.0,Lyft,Shared
19,37.0,3.3,1.0,Uber,Black SUV
6,9.0,2.3,1.0,Lyft,Lyft
3,42.0,5.7,1.0,Uber,Black SUV
19,11.0,1.17,1.0,Lyft,Lyft XL
0,10.5,1.8,1.0,Uber,WAV
21,9.0,3.36,1.0,Lyft,Shared
7,10.0,0.92,1.0,Uber,UberPool
9,12.0,0.99,1.0,Uber,UberPool
0,8.0,1.22,1.0,Uber,UberPool
21,8.0,2.38,1.0,Uber,UberPool
5,7.0,2.64,1.0,Lyft,Shared
22,8.0,1.89,1.0,Uber,UberPool
14,8.0,1.64,1.0,Uber,UberPool
21,13.5,2.07,1.0,Lyft,Lyft XL
13,23.0,1.34,1.0,Uber,Black SUV
15,7.0,1.04,1.0,Lyft,Lyft
22,15.0,1.34,1.0,Uber,Black
12,10.0,1.76,1.0,Uber,WAV
2,7.0,0.61,1.0,Lyft,Lyft
2,22.5,2.4,1.0,Lyft,Lux Black
17,13.5,1.56,1.0,Lyft,Lyft XL
21,30.5,6.26,1.0,Uber,Black
15,22.5,0.98,1.5,Lyft,Lux Black
18,7.0,2.16,1.0,Lyft,Shared
15,19.5,3.18,1.0,Lyft,Lyft XL
20,12.0,2.62,1.0,Uber,WAV
1,45.5,1.45,1.75,Lyft,Lux Black XL
23,26.0,1.34,1.0,Uber,Black SUV
11,17.5,1.5,1.0,Uber,Black
3,21.5,1.78,1.0,Uber,Black
4,3.0,1.0,1.0,Lyft,Shared
20,11.0,3.01,1.0,Uber,UberPool
5,34.0,3.3,1.0,Lyft,Lux Black XL
4,30.5,3.15,1.0,Uber,Black SUV
10,13.5,1.54,1.0,Lyft,Lyft XL
18,8.5,1.03,1.0,Uber,WAV
21,11.0,1.01,1.0,Lyft,Lyft XL
3,7.5,1.57,1.0,Uber,WAV
10,7.5,1.41,1.0,Uber,UberPool
16,17.5,1.61,1.0,Uber,Black
2,8.5,2.33,1.0,Uber,UberX
1,24.5,3.26,1.0,Uber,Black
14,34.0,2.32,1.0,Uber,Black SUV
8,11.5,4.55,1.0,Uber,WAV
21,7.0,0.61,1.0,Lyft,Lyft
12,27.5,1.12,1.0,Lyft,Lux Black XL
15,9.0,2.34,1.0,Lyft,Lyft
23,37.5,4.55,1.0,Uber,Black SUV
11,44.0,7.25,1.0,Uber,Black
5,30.5,2.46,1.0,Uber,Black SUV
15,21.5,3.04,1.0,Uber,Black
8,5.0,1.01,1.0,Lyft,Shared
18,26.0,0.56,1.0,Uber,Black SUV
20,7.0,1.03,1.0,Lyft,Lyft
12,19.0,3.39,1.0,Uber,UberXL
23,22.5,1.76,1.0,Lyft,Lux Black
14,38.5,2.51,1.0,Lyft,Lux Black XL
20,8.0,0.39,1.0,Uber,UberPool
16,31.5,2.66,1.0,Uber,Black SUV
10,27.5,0.39,1.0,Uber,Black SUV
20,16.5,2.43,1.0,Lyft,Lux
4,10.5,2.44,1.0,Lyft,Lyft
0,27.5,1.21,1.0,Uber,Black SUV
8,12.0,1.5,1.0,Uber,WAV
14,19.5,2.25,1.0,Uber,Black
10,9.5,2.33,1.0,Uber,UberX
10,34.0,2.51,1.0,Lyft,Lux Black XL
8,15.0,2.38,1.0,Uber,UberXL
9,9.0,1.97,1.0,Uber,WAV
23,19.5,2.95,1.0,Lyft,Lux
4,19.5,3.23,1.0,Lyft,Lyft XL
14,9.5,2.48,1.0,Uber,WAV
0,11.0,1.0,1.0,Lyft,Lyft XL
20,11.0,3.22,1.0,Uber,UberPool
7,30.0,2.37,1.0,Lyft,Lux Black XL
6,8.5,0.55,1.0,Uber,UberX
13,17.5,2.53,1.0,Uber,UberXL
17,7.0,1.0,1.0,Lyft,Lyft
11,9.5,2.91,1.0,Uber,WAV
7,30.5,4.55,1.0,Uber,Black
0,7.0,1.06,1.0,Uber,WAV
22,22.5,3.18,1.25,Lyft,Lux
3,11.0,3.07,1.0,Lyft,Lyft
8,16.0,1.03,1.0,Uber,Black
20,7.0,0.72,1.0,Uber,WAV
2,11.0,2.89,1.0,Lyft,Lyft
1,20.5,1.74,1.0,Uber,Black
14,16.5,2.09,1.0,Lyft,Lux
0,7.0,1.44,1.0,Lyft,Shared
12,7.0,1.51,1.0,Lyft,Shared
4,23.0,2.84,1.0,Uber,Black
8,8.5,2.48,1.0,Uber,UberX
22,12.0,1.34,1.0,Uber,UberXL
14,9.5,1.35,1.0,Uber,UberX
1,9.0,4.12,1.0,Uber,UberPool
14,9.0,2.33,1.0,Lyft,Lyft
11,19.5,3.14,1.0,Lyft,Lux
3,7.0,2.31,1.0,Lyft,Shared
1,11.0,3.05,1.0,Uber,UberX
6,26.0,0.44,1.0,Lyft,Lux Black XL
2,13.5,1.45,1.25,Lyft,Lyft XL
9,27.5,1.02,1.0,Lyft,Lux Black XL
7,3.0,0.44,1.0,Lyft,Shared
0,23.0,2.32,1.0,Uber,Black
13,25.0,3.01,1.0,Uber,Black
3,18.0,2.84,1.0,Uber,WAV
18,16.5,1.52,1.0,Lyft,Lux
0,9.0,2.14,1.0,Uber,UberX
19,8.5,0.62,1.0,Uber,UberX
13,15.5,3.24,1.0,Uber,UberPool
5,13.5,1.7,1.0,Lyft,Lyft XL
6,22.5,4.42,1.0,Uber,UberXL
3,32.0,2.45,1.0,Uber,Black SUV
4,25.0,2.67,1.0,Uber,UberXL
19,8.5,1.81,1.0,Uber,UberX
9,8.5,1.36,1.0,Uber,UberX
0,13.5,1.71,1.0,Lyft,Lyft XL
22,9.5,2.5,1.0,Uber,UberX
0,9.0,0.6,1.0,Lyft,Lyft XL
8,7.5,0.82,1.0,Uber,UberPool
6,5.0,1.14,1.0,Lyft,Shared
9,23.0,2.51,1.0,Uber,Black
21,20.5,2.79,1.0,Uber,Black
11,10.5,5.42,1.0,Lyft,Shared
8,7.0,2.11,1.0,Lyft,Shared
23,13.5,2.36,1.0,Lyft,Lyft XL
12,11.0,2.92,1.0,Lyft,Lyft
16,16.5,0.65,1.0,Lyft,Lux Black
23,5.0,1.25,1.0,Lyft,Shared
7,9.0,2.37,1.0,Lyft,Lyft
22,7.0,1.95,1.0,Uber,UberPool
15,30.5,2.87,1.0,Uber,Black SUV
15,16.5,1.09,1.0,Lyft,Lux Black
4,22.0,2.17,1.0,Uber,Black
15,10.5,0.99,1.0,Uber,UberXL
16,9.0,1.79,1.0,Uber,WAV
11,23.0,2.66,1.0,Uber,Black
16,7.0,1.22,1.0,Uber,WAV
0,18.5,1.89,1.0,Uber,Black
9,7.0,0.61,1.0,Uber,UberX
17,14.5,1.08,1.0,Uber,Black
5,17.0,1.57,1.0,Uber,Black
15,15.0,0.91,1.0,Uber,Black
23,20.5,3.07,1.0,Uber,UberXL
4,13.5,1.06,1.0,Lyft,Lux
21,9.0,2.45,1.0,Lyft,Lyft
2,8.0,1.57,1.0,Uber,UberPool
0,26.0,2.92,1.0,Lyft,Lux Black
0,11.0,2.72,1.0,Uber,WAV
10,20.5,2.72,1.0,Uber,Black
21,7.0,1.0,1.0,Uber,UberX
20,22.5,2.61,1.0,Lyft,Lux Black
2,6.5,1.34,1.0,Uber,UberPool
3,29.5,4.4,1.0,Uber,Black
18,10.5,2.73,1.0,Lyft,Lyft
3,19.5,3.31,1.0,Lyft,Lyft XL
16,19.5,1.44,1.0,Uber,Black
14,10.5,3.01,1.0,Uber,UberX
3,22.5,1.77,1.0,Lyft,Lux Black
15,17.5,1.86,1.0,Uber,Black
11,10.5,1.58,1.0,Uber,UberX
22,7.5,1.4,1.0,Uber,UberX
10,10.5,0.72,1.0,Lyft,Lyft XL
15,34.0,3.3,1.0,Lyft,Lux Black XL
17,3.0,0.62,1.0,Lyft,Shared
17,15.0,1.04,1.0,Uber,UberXL
11,13.5,1.0,1.0,Lyft,Lux
12,37.0,3.42,1.0,Uber,Black SUV
0,7.0,0.87,1.0,Lyft,Lyft
14,10.0,3.01,1.0,Uber,UberPool
6,38.0,3.22,1.0,Lyft,Lux Black XL
21,22.5,2.67,1.0,Uber,Black
3,8.5,1.36,1.0,Uber,WAV
15,12.5,4.4,1.0,Uber,UberX
19,8.5,0.4,1.0,Uber,UberXL
20,6.5,0.63,1.0,Uber,UberX
0,26.5,1.56,1.0,Uber,Black SUV
1,19.5,3.03,1.0,Lyft,Lux
6,27.5,2.94,1.0,Lyft,Lux Black
3,13.5,1.57,1.0,Uber,UberXL
8,22.5,3.06,1.0,Lyft,Lux Black
18,26.5,1.64,1.0,Uber,Black SUV
10,22.5,4.73,1.0,Lyft,Lyft XL
14,7.0,2.63,1.0,Lyft,Shared
18,15.5,0.72,1.0,Uber,Black
5,11.0,0.57,1.0,Lyft,Lux
15,10.5,0.56,1.0,Lyft,Lyft XL
23,13.5,1.25,1.0,Lyft,Lyft XL
12,33.0,3.04,1.0,Uber,Black SUV
14,12.5,1.6,1.0,Uber,UberXL
5,5.0,0.43,1.0,Lyft,Shared
18,19.5,2.27,1.0,Uber,Black
9,27.5,0.54,1.0,Uber,Black SUV
11,8.0,1.36,1.0,Uber,UberPool
18,10.5,1.24,1.0,Lyft,Lyft XL
9,7.0,2.47,1.0,Lyft,Shared
2,38.5,3.39,1.0,Lyft,Lux Black XL
10,32.0,2.66,1.0,Uber,Black SUV
5,9.0,1.61,1.0,Uber,UberPool
9,10.5,2.5,1.0,Uber,UberX
8,5.0,2.65,1.0,Lyft,Shared
23,8.5,2.45,1.0,Uber,UberPool
13,13.0,4.65,1.0,Uber,WAV
4,8.5,1.04,1.0,Uber,UberX
12,10.5,1.49,1.0,Lyft,Lyft XL
14,10.5,1.41,1.0,Uber,UberX
2,10.5,3.44,1.0,Uber,UberX
11,3.5,2.38,1.0,Lyft,Shared
9,27.5,1.52,1.0,Lyft,Lux Black XL
11,11.0,3.13,1.0,Lyft,Lyft
21,8.0,1.58,1.0,Uber,UberX
13,13.5,1.42,1.0,Lyft,Lyft XL
3,11.0,2.29,1.0,Lyft,Lyft
3,16.5,2.87,1.0,Lyft,Lyft XL
18,29.0,2.43,1.0,Uber,Black SUV
22,16.5,2.51,1.0,Lyft,Lyft XL
8,30.5,3.61,1.0,Uber,UberXL
17,16.5,3.17,1.0,Lyft,Lyft XL
16,19.5,2.52,1.0,Uber,UberXL
18,16.0,2.61,1.0,Uber,UberXL
11,8.0,1.61,1.0,Uber,UberX
17,9.5,2.46,1.0,Uber,WAV
7,17.5,3.01,1.0,Uber,UberXL
18,9.5,2.5,1.0,Uber,UberX
1,8.5,2.14,1.0,Uber,UberPool
4,9.5,3.42,1.0,Uber,UberPool
6,32.5,2.92,1.0,Lyft,Lux Black XL
1,16.5,3.11,1.0,Lyft,Lyft XL
18,6.5,0.49,1.0,Uber,UberPool
2,44.0,4.48,1.0,Uber,Black SUV
19,19.5,2.13,1.25,Lyft,Lyft XL
12,32.5,1.84,1.0,Lyft,Lux Black XL
0,11.0,2.61,1.0,Uber,UberPool
3,38.5,3.12,1.0,Lyft,Lux Black XL
18,7.0,1.21,1.0,Uber,UberX
14,8.5,1.97,1.0,Uber,UberX
18,9.5,2.2,1.0,Uber,WAV
20,15.0,0.39,1.0,Uber,Black
4,19.0,2.12,1.0,Uber,Black
2,7.0,1.23,1.0,Uber,UberX
17,13.5,1.28,1.0,Lyft,Lux
10,16.5,1.08,1.0,Lyft,Lux Black
16,7.0,2.34,1.0,Lyft,Shared
20,11.0,4.44,1.0,Lyft,Shared
3,5.0,3.15,1.0,Lyft,Shared
17,16.5,2.88,1.0,Lyft,Lyft XL
6,17.0,2.8,1.0,Uber,UberXL
16,22.5,3.21,1.0,Lyft,Lux
6,19.5,2.93,1.0,Lyft,Lux
4,18.0,1.79,1.0,Uber,Black
13,7.0,3.14,1.0,Lyft,Shared
17,7.0,1.48,1.0,Lyft,Lyft
2,8.5,1.92,1.0,Uber,WAV
1,22.5,2.32,1.0,Lyft,Lux Black
17,13.5,1.38,1.0,Lyft,Lux
8,17.5,2.32,1.0,Uber,UberX
15,11.0,0.99,1.0,Uber,UberXL
5,32.5,3.01,1.75,Lyft,Lyft XL
16,13.5,1.41,1.0,Uber,UberXL
2,13.0,1.25,1.0,Uber,UberXL
0,5.5,0.39,1.0,Uber,UberPool
4,25.0,1.8,1.0,Uber,Black SUV
12,28.5,2.84,1.0,Uber,Black SUV
17,55.0,2.46,2.0,Lyft,Lux Black XL
7,26.0,1.4,1.0,Lyft,Lux Black XL
17,16.5,1.39,1.0,Lyft,Lux Black
19,7.5,1.61,1.0,Uber,UberPool
11,12.5,1.41,1.0,Uber,UberXL
12,9.5,2.66,1.0,Uber,WAV
14,16.0,0.91,1.0,Uber,Black
4,5.0,1.51,1.0,Lyft,Shared
11,13.5,1.23,1.0,Lyft,Lux
21,11.5,1.57,1.0,Uber,UberX
14,22.5,2.35,1.0,Lyft,Lux Black
0,3.5,2.4,1.0,Lyft,Shared
0,9.0,1.25,1.0,Lyft,Lyft
2,45.5,4.53,1.0,Lyft,Lux Black XL
15,8.0,1.56,1.0,Uber,WAV
4,7.0,1.36,1.0,Lyft,Lyft
0,10.0,3.22,1.0,Uber,UberPool
5,13.5,1.03,1.0,Lyft,Lux
18,34.0,3.08,1.0,Lyft,Lux Black XL
23,12.0,3.45,1.0,Uber,WAV
8,11.5,3.07,1.0,Uber,WAV
21,9.0,0.48,1.0,Lyft,Lyft XL
2,13.5,1.09,1.0,Lyft,Lux
10,30.0,1.73,1.0,Lyft,Lux Black XL
6,30.0,1.35,1.0,Lyft,Lux Black XL
11,10.0,1.68,1.0,Uber,UberPool
2,13.5,1.49,1.0,Lyft,Lux
14,3.0,1.73,1.0,Lyft,Shared
17,7.0,0.76,1.0,Lyft,Lyft
11,5.0,1.5,1.0,Lyft,Shared
22,7.0,0.91,1.0,Uber,UberX
8,7.0,1.12,1.0,Lyft,Lyft
17,8.0,1.34,1.0,Uber,WAV
1,10.5,2.87,1.0,Lyft,Lyft
15,19.5,1.45,1.25,Lyft,Lux
18,10.5,1.17,1.0,Lyft,Lyft XL
2,13.0,4.48,1.0,Uber,WAV
18,21.5,4.48,1.0,Uber,WAV
22,7.5,0.63,1.0,Uber,UberX
23,8.5,2.19,1.0,Uber,WAV
16,7.0,0.55,1.0,Uber,WAV
23,26.0,1.06,1.0,Uber,Black SUV
21,38.5,3.39,1.0,Lyft,Lux Black XL
23,19.5,2.46,1.0,Uber,Black
13,34.0,3.2,1.0,Lyft,Lux Black XL
2,8.5,1.49,1.0,Uber,UberPool
16,38.5,2.46,1.5,Lyft,Lux Black
23,27.5,3.06,1.0,Lyft,Lux Black
14,22.5,3.29,1.25,Lyft,Lyft XL
22,19.5,0.63,1.25,Lyft,Lux Black
2,18.0,1.79,1.0,Uber,Black
15,9.5,4.74,1.0,Uber,UberPool
11,10.5,2.43,1.0,Uber,UberX
22,18.5,1.6,1.0,Uber,UberXL
7,16.0,1.34,1.0,Uber,Black
3,7.0,1.5,1.0,Lyft,Lyft
8,3.5,0.64,1.0,Lyft,Shared
22,7.0,2.09,1.0,Lyft,Shared
12,7.0,1.53,1.0,Lyft,Lyft
5,19.5,2.1,1.0,Lyft,Lux
17,5.0,1.15,1.0,Lyft,Shared
9,9.0,2.66,1.0,Uber,UberPool
14,9.0,4.46,1.0,Lyft,Shared
11,17.0,1.35,1.0,Uber,Black
4,9.5,2.48,1.0,Uber,UberX
10,8.0,1.21,1.0,Uber,WAV
12,28.0,3.53,1.0,Uber,Black
16,7.0,0.39,1.0,Uber,UberX
21,34.5,3.22,1.0,Uber,Black SUV
1,15.0,0.49,1.0,Uber,Black
18,25.0,3.41,1.0,Uber,Black
3,28.0,2.84,1.0,Uber,Black
17,7.5,1.51,1.0,Uber,WAV
19,19.5,2.16,1.0,Lyft,Lux
20,27.0,1.27,1.0,Uber,Black SUV
16,10.0,2.8,1.0,Uber,UberPool
4,10.5,2.61,1.0,Uber,UberX
11,10.5,0.75,1.0,Lyft,Lux
6,7.0,0.49,1.0,Uber,WAV
20,7.5,1.1,1.0,Uber,UberX
18,18.5,2.61,1.0,Uber,Black
2,47.5,3.04,2.0,Lyft,Lux Black
0,16.5,0.66,1.0,Lyft,Lux Black
12,7.0,1.14,1.0,Lyft,Lyft
18,26.0,3.97,1.0,Uber,UberX
1,22.5,2.74,1.0,Lyft,Lux Black
19,13.5,1.52,1.0,Lyft,Lyft XL
20,7.0,0.49,1.0,Uber,UberX
12,16.5,1.21,1.0,Lyft,Lux Black
22,8.5,1.64,1.0,Uber,WAV
9,10.5,3.26,1.0,Uber,UberX
12,5.5,0.39,1.0,Uber,UberPool
3,15.0,1.51,1.0,Uber,Black
3,11.0,0.64,1.0,Lyft,Lux
17,22.5,2.07,1.0,Lyft,Lux Black
5,5.0,1.73,1.0,Lyft,Shared
0,5.0,2.27,1.0,Lyft,Shared
0,3.5,2.38,1.0,Lyft,Shared
10,16.0,0.39,1.0,Uber,Black
5,13.5,1.74,1.0,Lyft,Lyft XL
4,16.5,1.1,1.0,Lyft,Lux Black
15,30.0,2.48,1.0,Lyft,Lux Black XL
13,9.5,1.1,1.0,Uber,UberX
15,9.5,1.21,1.0,Uber,WAV
9,19.5,1.54,1.0,Lyft,Lux Black
14,19.5,3.27,1.0,Lyft,Lyft XL
18,13.5,1.3,1.0,Lyft,Lyft XL
2,27.5,5.08,1.0,Lyft,Lyft XL
1,16.5,2.0,1.0,Lyft,Lux
13,16.5,3.07,1.0,Lyft,Lyft XL
5,27.5,3.34,1.0,Lyft,Lux Black
18,19.5,3.14,1.0,Lyft,Lyft XL
21,7.0,1.91,1.0,Lyft,Shared
17,7.0,0.39,1.0,Uber,UberX
20,5.0,1.27,1.0,Lyft,Shared
5,26.0,1.56,1.0,Uber,Black SUV
3,9.0,2.12,1.0,Uber,UberPool
4,10.5,5.14,1.0,Lyft,Shared
0,10.5,1.37,1.75,Lyft,Lyft
6,26.0,1.22,1.0,Uber,Black SUV
19,35.0,2.72,1.0,Uber,Black SUV
12,16.5,1.97,1.0,Lyft,Lux
21,9.5,2.62,1.0,Uber,UberX
13,13.0,1.35,1.0,Uber,UberXL
4,22.5,2.4,1.0,Lyft,Lux Black
4,16.5,2.96,1.0,Lyft,Lyft XL
14,27.5,0.97,1.0,Lyft,Lux Black XL
5,11.5,3.08,1.0,Uber,WAV
6,28.5,2.66,1.0,Uber,Black SUV
22,9.5,1.8,1.0,Uber,UberX
3,13.5,1.22,1.0,Lyft,Lux
2,45.0,7.46,1.0,Uber,Black SUV
23,11.5,2.85,1.0,Uber,UberX
10,38.5,3.48,1.0,Lyft,Lux Black XL
23,16.0,0.91,1.0,Uber,Black
6,19.5,3.51,1.0,Lyft,Lux
7,7.0,2.49,1.0,Lyft,Shared
11,16.5,1.19,1.0,Lyft,Lux Black
6,31.5,2.2,1.0,Uber,Black SUV
2,42.5,3.0,1.25,Lyft,Lux Black XL
1,16.5,2.3,1.0,Lyft,Lyft XL
13,26.0,1.48,1.0,Lyft,Lux Black XL
19,26.0,1.12,1.0,Uber,Black SUV
19,7.5,0.62,1.0,Uber,UberPool
12,9.0,2.33,1.0,Uber,UberPool
22,16.5,2.47,1.0,Lyft,Lux
23,8.0,2.19,1.0,Uber,UberPool
9,7.0,2.04,1.0,Lyft,Shared
17,13.5,2.41,1.0,Lyft,Lyft XL
1,12.5,1.56,1.0,Uber,UberXL
21,33.0,2.79,1.0,Uber,Black SUV
1,16.5,0.5,1.0,Lyft,Lux Black
8,34.0,3.06,1.0,Lyft,Lux Black XL
1,27.5,1.25,1.0,Lyft,Lux Black XL
16,8.5,1.71,1.0,Uber,UberX
23,16.5,0.58,1.0,Lyft,Lux Black
22,16.5,1.73,1.0,Lyft,Lux
10,9.0,0.39,1.0,Lyft,Lyft XL
20,7.0,3.15,1.0,Lyft,Shared
5,15.0,3.07,1.0,Uber,WAV
4,7.0,1.48,1.0,Lyft,Lyft
6,17.0,1.68,1.0,Uber,Black
13,28.5,2.29,1.0,Uber,Black SUV
5,37.5,3.61,1.0,Uber,Black SUV
1,7.0,2.38,1.0,Lyft,Shared
21,13.0,1.35,1.0,Uber,UberXL
18,5.0,2.97,1.0,Lyft,Shared
5,9.0,1.35,1.0,Uber,WAV
15,16.0,6.97,1.0,Uber,UberX
9,7.0,1.51,1.0,Lyft,Shared
3,26.0,1.79,1.0,Uber,Black
4,8.5,2.86,1.0,Uber,UberPool
1,12.0,3.01,1.0,Uber,UberX
19,11.5,4.55,1.0,Uber,UberX
0,25.0,2.45,1.0,Uber,Black
17,7.0,2.57,1.0,Lyft,Shared
14,9.5,3.04,1.0,Uber,UberPool
8,9.0,2.71,1.0,Uber,UberPool
6,11.5,2.27,1.0,Uber,WAV
5,7.0,0.46,1.0,Lyft,Lyft
7,10.5,2.66,1.0,Uber,UberX
22,33.5,2.73,1.0,Uber,Black SUV
16,12.0,1.61,1.0,Uber,UberXL
19,7.0,3.23,1.0,Lyft,Shared
14,45.5,2.81,1.25,Lyft,Lux Black XL
22,14.0,4.72,1.0,Uber,UberX
15,6.5,0.39,1.0,Uber,UberPool
15,11.0,3.08,1.0,Uber,UberX
0,19.5,2.67,1.0,Lyft,Lux
19,27.5,1.25,1.0,Uber,Black SUV
6,21.5,3.17,1.0,Uber,Black
18,10.5,3.2,1.0,Uber,UberX
19,5.0,1.08,1.0,Lyft,Shared
18,12.5,1.36,1.0,Uber,UberXL
23,7.5,0.68,1.0,Uber,WAV
22,34.0,2.91,1.0,Lyft,Lux Black XL
6,19.5,3.45,1.0,Lyft,Lyft XL
10,9.5,2.62,1.0,Uber,WAV
23,11.0,1.08,1.0,Lyft,Lyft XL
12,12.0,4.48,1.0,Uber,WAV
0,8.0,1.0,1.0,Uber,UberPool
11,10.5,2.63,1.0,Uber,WAV
12,27.5,0.98,1.0,Uber,Black SUV
9,29.5,2.33,1.0,Uber,Black SUV
23,10.5,2.81,1.0,Lyft,Lyft
5,11.0,2.95,1.0,Lyft,Lyft
1,22.5,2.84,1.0,Lyft,Lux Black
20,12.0,1.11,1.0,Uber,UberXL
0,5.0,0.63,1.0,Lyft,Shared
17,22.5,2.83,1.0,Lyft,Lux
1,16.0,0.92,1.0,Uber,Black
2,7.5,1.5,1.0,Uber,UberPool
14,32.5,2.69,1.0,Lyft,Lux Black XL
10,22.5,3.36,1.0,Lyft,Lux
1,30.0,2.41,1.0,Lyft,Lux Black XL
16,7.5,1.16,1.0,Uber,UberX
1,23.0,2.98,1.0,Uber,Black
23,30.0,2.33,1.75,Lyft,Lux
23,19.5,1.45,1.0,Lyft,Lux Black
0,34.0,5.37,1.0,Lyft,Lux Black
